order_id,order_date,product_id,store_id,customer_id,quantity,unit_price,discount,revenue,cost,profit
0RD00608423,12/4/2024,P0170,S077,C038354,5,10.87,0,54.35,36.01,18.34
0RD00608426,12/12/2024,P0124,S071,C042583,2,4.18,0,8.36,5.73,2.63
0RD00608459,12/12/2024,P0193,S029,C007833,5,9.01,0.15,38.29,21.82,16.47
0RD00608463,12/23/2024,P0033,S031,C002702,4,11.63,0,46.52,26.96,19.56
0RD00608502,12/4/2024,P0117,S039,C038608,5,9.88,0,49.4,30.7,18.7
0RD00608539,12/31/2024,P0096,S004,C013269,5,4.14,0,20.7,12.13,8.57
0RD00608542,12/19/2024,P0059,S028,C035869,1,5.98,0.2,4.78,2.45,2.33
0RD00608561,12/17/2024,P0073,S100,C034685,3,5.37,0,16.11,9.2,6.91
0RD00608611,12/14/2024,P0188,S051,C015227,5,7.25,0.1,32.62,19.76,12.87
0RD00608616,12/29/2024,P0131,S065,C020005,2,12.76,0.2,20.42,10.69,9.73
0RD00608625,12/9/2024,P0128,S031,C011160,5,10.87,0.1,48.91,24.75,24.17
0RD00608680,12/6/2024,P0124,S014,C012666,2,6.88,0.2,11.01,6.02,4.99
0RD00608727,12/14/2024,P0109,S100,C023381,4,3.15,0,12.6,7.11,5.49
0RD00608768,12/17/2024,P0170,S014,C020920,5,14.33,0.15,60.9,39.05,21.85
0RD00608800,12/9/2024,P0028,S050,C014972,4,11.49,0.15,39.07,26.42,12.65
0RD00608806,12/7/2024,P0021,S076,C001688,4,9.96,0,39.84,22.4,17.44
0RD00608821,12/14/2024,P0190,S026,C031001,1,9.2,0.1,8.28,4.21,4.07
0RD00608841,12/3/2024,P0121,S046,C021505,1,10.16,0.15,8.64,4.58,4.06
0RD00608845,12/20/2024,P0078,S056,C046523,4,6.51,0.2,20.83,11.6,9.23
0RD00608873,12/16/2024,P0201,S068,C037983,1,8.75,0.1,7.88,4.9,2.98
0RD00608907,12/10/2024,P0034,S076,C019931,2,11.38,0.2,18.21,11.6,6.61
0RD00608931,12/17/2024,P0086,S081,C026352,5,13.64,0.15,57.97,30.67,27.3
0RD00608967,12/30/2024,P0011,S058,C035371,5,6.3,0,31.5,18.71,12.79
0RD00608999,12/23/2024,P0029,S024,C034404,2,8.6,0.2,13.76,8.44,5.32
0RD00609004,12/9/2024,P0083,S026,C035138,5,13.58,0,67.9,46.94,20.96
0RD00609007,12/13/2024,P0121,S044,C049260,2,13.53,0,27.06,17.15,9.91
0RD00609073,12/6/2024,P0062,S028,C000771,2,6.62,0,13.24,9.04,4.2
0RD00609087,12/30/2024,P0083,S080,C040651,3,12.96,0,38.88,22.5,16.38
0RD00609118,12/3/2024,P0055,S086,C019554,1,7.75,0,7.75,4.17,3.58
0RD00609141,12/8/2024,P0167,S026,C018100,3,7.6,0,22.8,14.97,7.83
0RD00609229,12/2/2024,P0143,S090,C029494,5,7.21,0,36.05,20.35,15.7
0RD00609233,12/25/2024,P0119,S005,C013561,3,8.42,0.15,21.47,11.37,10.1
0RD00609277,12/24/2024,P0125,S004,C049818,3,7.69,0,23.07,14.75,8.32
0RD00609290,12/9/2024,P0074,S032,C003911,2,3.78,0,7.56,4.9,2.66
0RD00609297,12/9/2024,P0114,S064,C006956,3,5.4,0,16.2,8.73,7.47
0RD00609347,12/28/2024,P0142,S018,C048701,3,11.43,0.2,27.43,14.84,12.59
0RD00609455,12/13/2024,P0143,S080,C039923,4,5.97,0,23.88,14.16,9.72
0RD00609499,12/9/2024,P0034,S019,C047299,1,4.22,0.1,3.8,2.18,1.62
0RD00609535,12/10/2024,P0119,S053,C012291,4,8.37,0,33.48,23.33,10.15
0RD00609598,12/9/2024,P0030,S017,C045477,4,3.17,0,12.68,6.57,6.11
0RD00609599,12/6/2024,P0036,S070,C049230,1,9.87,0,9.87,5.57,4.3
0RD00609621,12/22/2024,P0194,S043,C006974,4,10.34,0,41.36,21.34,20.02
0RD00609641,12/12/2024,P0163,S006,C009739,3,11.83,0,35.49,22.91,12.58
0RD00609665,12/5/2024,P0139,S024,C049733,4,5.55,0,22.2,15.21,6.99
0RD00609676,12/5/2024,P0041,S092,C005412,2,7.12,0,14.24,9.63,4.61
0RD00609725,12/16/2024,P0078,S045,C039725,1,10.12,0,10.12,5.17,4.95
0RD00609743,12/16/2024,P0072,S074,C009307,5,13.04,0,65.2,38.48,26.72
0RD00609746,12/13/2024,P0185,S007,C019797,4,3.98,0,15.92,10.4,5.52
0RD00609753,12/2/2024,P0178,S040,C047904,1,12.19,0.1,10.97,6.51,4.46
0RD00609794,12/16/2024,P0051,S006,C023385,1,13.6,0.15,11.56,7.77,3.79
0RD00609804,12/29/2024,P0068,S010,C005327,3,13.81,0,41.43,23.21,18.22
0RD00609818,12/20/2024,P0104,S014,C048187,2,9.03,0,18.06,12.12,5.94
0RD00609825,12/17/2024,P0132,S036,C047817,4,9.45,0.15,32.13,21.27,10.86
0RD00609841,12/16/2024,P0015,S097,C045311,1,7.05,0,7.05,4.2,2.85
0RD00609902,12/4/2024,P0116,S083,C032298,5,11.75,0,58.75,30.02,28.73
0RD00609953,12/15/2024,P0075,S066,C006957,3,11.18,0,33.54,19.35,14.19
0RD00609997,12/7/2024,P0116,S056,C023270,5,3.39,0,16.95,10.03,6.92
0RD00610079,12/6/2024,P0116,S028,C010007,2,13.66,0,27.32,14.65,12.67
0RD00610119,12/23/2024,P0190,S021,C023281,1,12.03,0.1,10.83,6.47,4.35
0RD00610211,12/7/2024,P0037,S084,C035206,4,9.84,0,39.36,20.75,18.61
0RD00610224,12/25/2024,P0105,S003,C041979,1,13.83,0.1,12.45,6.63,5.82
0RD00610235,12/23/2024,P0012,S017,C004994,4,5.35,0,21.4,12.22,9.18
0RD00610290,12/12/2024,P0172,S077,C029540,1,9.95,0,9.95,5.38,4.57
0RD00610336,12/3/2024,P0152,S062,C005603,2,12.61,0,25.22,14.27,10.95
0RD00610364,12/13/2024,P0087,S043,C046405,4,4.59,0,18.36,11.26,7.1
0RD00610398,12/21/2024,P0006,S042,C029095,4,8.2,0,32.8,16.59,16.21
0RD00610409,12/14/2024,P0089,S077,C019843,2,13.01,0,26.02,16.19,9.83
0RD00610411,12/11/2024,P0129,S042,C032009,5,7.02,0.15,29.83,16.68,13.15
0RD00610416,12/31/2024,P0040,S027,C013256,1,8.64,0.1,7.78,4.01,3.76
0RD00610458,12/22/2024,P0133,S016,C042087,4,6.44,0,25.76,15.29,10.47
0RD00610519,12/27/2024,P0199,S095,C000328,2,8.45,0,16.9,9.09,7.81
0RD00610520,12/31/2024,P0042,S029,C029314,1,7.04,0,7.04,4.81,2.23
0RD00610567,12/21/2024,P0033,S027,C035278,5,3.48,0.2,13.92,8.19,5.73
0RD00610579,12/24/2024,P0149,S058,C047638,2,14.44,0.2,23.1,13.92,9.18
0RD00610591,12/24/2024,P0135,S033,C026162,2,13.13,0,26.26,16.7,9.56
0RD00610596,12/10/2024,P0026,S026,C006646,1,10.61,0.1,9.55,6.48,3.07
0RD00610610,12/14/2024,P0065,S002,C033548,4,9.4,0.2,30.08,20.79,9.29
0RD00610621,12/19/2024,P0029,S067,C024983,4,9.19,0.2,29.41,15.75,13.66
0RD00610626,12/20/2024,P0120,S025,C038949,1,10.17,0,10.17,6.48,3.69
0RD00610640,12/5/2024,P0174,S025,C001853,2,10.86,0.2,17.38,9.42,7.96
0RD00610664,12/28/2024,P0046,S053,C005475,1,14.49,0.2,11.59,6.47,5.12
0RD00610668,12/13/2024,P0020,S088,C026075,3,6.92,0,20.76,12.29,8.47
0RD00610677,12/25/2024,P0187,S028,C010721,5,14.79,0.1,66.55,41.55,25.01
0RD00610716,12/27/2024,P0147,S079,C041695,1,14.68,0.2,11.74,7.24,4.51
0RD00610723,12/28/2024,P0139,S070,C004551,1,9.79,0.1,8.81,4.9,3.91
0RD00610776,12/30/2024,P0153,S024,C029865,5,6.68,0,33.4,21.98,11.42
0RD00610829,12/10/2024,P0197,S020,C047251,3,13.26,0.15,33.81,17.22,16.59
0RD00610851,12/11/2024,P0169,S050,C046449,5,3.31,0.1,14.9,10.1,4.79
0RD00610885,12/25/2024,P0071,S016,C042103,3,7,0.15,17.85,11.72,6.13
0RD00610887,12/22/2024,P0073,S009,C035999,1,5.16,0,5.16,2.92,2.24
0RD00610913,12/30/2024,P0090,S008,C005726,5,11.7,0,58.5,40.42,18.08
0RD00610922,12/21/2024,P0075,S096,C017402,5,6.89,0,34.45,18.54,15.91
0RD00610931,12/28/2024,P0081,S044,C031731,1,6.98,0,6.98,3.54,3.44
0RD00610945,12/26/2024,P0182,S053,C023599,3,6.47,0,19.41,10.11,9.3
0RD00610969,12/8/2024,P0165,S087,C049054,4,5.29,0,21.16,10.83,10.33
0RD00611002,12/30/2024,P0193,S077,C025085,2,14.6,0.1,26.28,14.94,11.34
0RD00611037,12/11/2024,P0154,S001,C040478,3,10.49,0,31.47,16.98,14.49
0RD00611076,12/2/2024,P0185,S073,C025867,3,10.26,0.1,27.7,18.27,9.43
0RD00611141,12/3/2024,P0149,S042,C011153,5,11.83,0,59.15,38.43,20.72
0RD00611191,12/7/2024,P0184,S086,C017306,4,6.98,0.2,22.34,13.91,8.42
0RD00611194,12/4/2024,P0090,S092,C025630,1,13.1,0,13.1,7.57,5.53
0RD00611198,12/26/2024,P0150,S048,C026382,2,13.04,0.2,20.86,10.97,9.9
0RD00611204,12/26/2024,P0031,S039,C026730,1,5.65,0.1,5.09,2.56,2.53
0RD00611213,12/25/2024,P0057,S058,C031209,2,13.88,0.2,22.21,14.29,7.92
0RD00611220,12/18/2024,P0133,S073,C025294,2,4.68,0.15,7.96,4.48,3.48
0RD00611239,12/4/2024,P0090,S056,C004350,4,4.03,0,16.12,10.44,5.68
0RD00611301,12/14/2024,P0051,S021,C005744,5,5.51,0.15,23.42,12.95,10.47
0RD00611323,12/24/2024,P0047,S017,C018599,5,6.16,0.1,27.72,14.86,12.86
0RD00611360,12/17/2024,P0015,S005,C040521,4,6.85,0.2,21.92,11.66,10.26
0RD00611369,12/24/2024,P0039,S026,C003416,3,4.2,0,12.6,7.29,5.31
0RD00611387,12/13/2024,P0003,S049,C027324,3,9.35,0,28.05,16.21,11.84
0RD00611394,12/5/2024,P0118,S037,C026196,2,9.08,0.2,14.53,7.75,6.78
0RD00611404,12/5/2024,P0098,S033,C002366,5,6.46,0,32.3,21.46,10.84
0RD00611435,12/15/2024,P0162,S073,C036788,1,3.95,0.1,3.56,2.32,1.24
0RD00611460,12/22/2024,P0199,S100,C049423,3,9.21,0,27.63,15.34,12.29
0RD00611498,12/10/2024,P0053,S069,C007723,3,9.97,0,29.91,16.34,13.57
0RD00611506,12/12/2024,P0036,S061,C023528,3,8.72,0,26.16,17.56,8.6
0RD00611540,12/26/2024,P0081,S039,C041020,3,9.33,0,27.99,15.19,12.8
0RD00611554,12/8/2024,P0147,S098,C004120,3,3.83,0,11.49,7.06,4.43
0RD00611577,12/1/2024,P0151,S067,C001743,5,7.47,0,37.35,24.98,12.37
0RD00611585,12/31/2024,P0195,S076,C035536,1,5.84,0,5.84,3.38,2.46
0RD00611612,12/9/2024,P0078,S009,C023207,4,6.09,0.2,19.49,12.89,6.6
0RD00611623,12/5/2024,P0016,S078,C002356,1,9.27,0,9.27,5.31,3.96
0RD00611630,12/30/2024,P0025,S088,C018902,5,8.66,0,43.3,27.92,15.38
0RD00611651,12/18/2024,P0168,S089,C040380,4,9.24,0,36.96,22.78,14.18
0RD00611688,12/5/2024,P0040,S012,C005004,2,7.64,0,15.28,9.15,6.13
0RD00611704,12/10/2024,P0142,S014,C049885,2,6.22,0,12.44,8.28,4.16
0RD00611717,12/11/2024,P0097,S040,C011265,2,12.1,0.15,20.57,10.57,10
0RD00611735,12/17/2024,P0160,S063,C035383,4,3.48,0,13.92,7.58,6.34
0RD00611759,12/16/2024,P0018,S022,C012804,2,7.61,0.15,12.94,7.24,5.7
0RD00611817,12/18/2024,P0126,S078,C047865,5,10.79,0,53.95,35.36,18.59
0RD00611836,12/14/2024,P0098,S092,C018052,2,3.55,0,7.1,4.5,2.6
0RD00611843,12/27/2024,P0143,S066,C038741,4,8.18,0.15,27.81,17.72,10.09
0RD00611848,12/3/2024,P0044,S026,C032436,4,8.83,0,35.32,20.22,15.1
0RD00611851,12/22/2024,P0177,S065,C029314,2,7.03,0,14.06,9.36,4.7
0RD00611881,12/24/2024,P0192,S021,C023907,5,5.56,0,27.8,15.07,12.73
0RD00611923,12/26/2024,P0173,S049,C043166,4,11.79,0,47.16,26.54,20.62
0RD00611928,12/11/2024,P0168,S071,C001479,2,11.8,0,23.6,14.27,9.33
0RD00611964,12/28/2024,P0070,S002,C026001,5,13.41,0,67.05,33.98,33.07
0RD00611966,12/26/2024,P0111,S093,C026311,5,8.61,0,43.05,26.21,16.84
0RD00611975,12/27/2024,P0093,S030,C048480,4,10.01,0.1,36.04,21.77,14.27
0RD00611987,12/29/2024,P0170,S036,C005336,4,13.32,0,53.28,36.64,16.64
0RD00612055,12/29/2024,P0041,S077,C044741,3,11.97,0.2,28.73,19.6,9.13
0RD00612101,12/27/2024,P0188,S100,C032629,1,13.85,0,13.85,8.72,5.13
0RD00612121,12/3/2024,P0165,S060,C025449,1,10.63,0,10.63,5.47,5.16
0RD00612131,12/27/2024,P0195,S063,C004846,3,9.72,0,29.16,15.7,13.46
0RD00612165,12/25/2024,P0080,S008,C045737,5,11.11,0.2,44.44,22.47,21.97
0RD00612220,12/10/2024,P0120,S071,C032778,1,12.94,0,12.94,9.01,3.93
0RD00612235,12/5/2024,P0178,S050,C049735,5,8.9,0,44.5,25.89,18.61
0RD00612257,12/15/2024,P0119,S080,C025028,3,10.8,0,32.4,20.19,12.21
0RD00612268,12/17/2024,P0091,S014,C004921,3,6.55,0.15,16.7,9.22,7.49
0RD00612269,12/27/2024,P0114,S095,C015757,1,9.2,0.15,7.82,4.75,3.07
0RD00612327,12/1/2024,P0047,S078,C013126,5,3.81,0.1,17.14,9.92,7.23
0RD00612344,12/13/2024,P0087,S024,C002659,3,8.11,0,24.33,17,7.33
0RD00612395,12/15/2024,P0158,S090,C014003,1,3.2,0,3.2,1.68,1.52
0RD00612401,12/21/2024,P0072,S033,C012354,5,7.03,0.1,31.63,20.42,11.21
0RD00612470,12/26/2024,P0090,S072,C015803,2,13.08,0,26.16,16.3,9.86
0RD00612520,12/30/2024,P0177,S064,C016125,1,8.78,0,8.78,4.75,4.03
0RD00612529,12/27/2024,P0011,S078,C048011,2,12.68,0.2,20.29,10.67,9.62
0RD00612536,12/24/2024,P0094,S082,C019766,5,13.53,0,67.65,42.19,25.46
0RD00612547,12/22/2024,P0184,S083,C022106,4,9.17,0,36.68,23.81,12.87
0RD00612570,12/4/2024,P0066,S020,C014616,4,4.13,0,16.52,9.25,7.27
0RD00612573,12/16/2024,P0054,S036,C019057,3,9.85,0,29.55,17.14,12.41
0RD00612597,12/12/2024,P0094,S031,C007974,1,11.21,0.1,10.09,5.49,4.6
0RD00612609,12/5/2024,P0007,S038,C047842,3,3.94,0,11.82,7.73,4.09
0RD00612661,12/25/2024,P0016,S085,C024511,2,7.23,0.15,12.29,7.55,4.75
0RD00612684,12/14/2024,P0042,S056,C024282,3,12.9,0,38.7,23.44,15.26
0RD00612710,12/27/2024,P0199,S083,C000763,3,4.13,0,12.39,8.17,4.22
0RD00612719,12/18/2024,P0018,S068,C012624,5,11.67,0,58.35,32.49,25.86
0RD00612755,12/1/2024,P0117,S088,C043673,1,4.99,0,4.99,3.03,1.96
0RD00612775,12/8/2024,P0077,S022,C009093,4,14.79,0,59.16,40.3,18.86
0RD00612777,12/8/2024,P0144,S022,C002738,2,12.94,0,25.88,17.48,8.4
0RD00612813,12/31/2024,P0108,S083,C048331,3,3.95,0,11.85,6.17,5.68
0RD00612820,12/2/2024,P0076,S031,C028038,1,14.3,0.1,12.87,8.62,4.25
0RD00612890,12/24/2024,P0091,S006,C021207,3,7.32,0.2,17.57,11.9,5.67
0RD00612943,12/19/2024,P0086,S085,C039007,1,12.24,0.1,11.02,6.23,4.79
0RD00612973,12/14/2024,P0060,S070,C006131,2,4.63,0,9.26,5.48,3.78
0RD00612983,12/31/2024,P0183,S089,C044730,4,13,0.1,46.8,26.56,20.24
0RD00613017,12/7/2024,P0027,S001,C020324,1,13.42,0,13.42,9.05,4.37
0RD00613032,12/12/2024,P0161,S070,C024514,2,3.36,0,6.72,3.69,3.03
0RD00613039,12/12/2024,P0079,S023,C035043,3,10.88,0,32.64,20.11,12.53
0RD00613051,12/17/2024,P0152,S046,C009089,4,3.1,0,12.4,7.87,4.53
0RD00613090,12/19/2024,P0071,S053,C018937,5,13.13,0,65.65,45.68,19.97
0RD00613138,12/28/2024,P0042,S059,C032643,3,12.08,0,36.24,20.63,15.61
0RD00613169,12/23/2024,P0114,S093,C029856,3,3.61,0,10.83,6.72,4.11
0RD00613222,12/24/2024,P0127,S088,C022882,1,11.13,0.1,10.02,5.81,4.21
0RD00613226,12/25/2024,P0156,S072,C031011,1,12.33,0,12.33,8.03,4.3
0RD00613247,12/17/2024,P0060,S084,C030454,5,5.53,0.15,23.5,12.64,10.86
0RD00613391,12/12/2024,P0139,S048,C025070,3,14.32,0,42.96,26.07,16.89
0RD00613392,12/18/2024,P0008,S019,C016693,1,4.69,0,4.69,2.67,2.02
0RD00613447,12/31/2024,P0183,S027,C043302,1,12.8,0,12.8,7,5.8
0RD00613452,12/20/2024,P0192,S073,C018930,3,3.72,0,11.16,7.09,4.07
0RD00613510,12/5/2024,P0094,S027,C000923,3,6.6,0,19.8,13.59,6.21
0RD00613518,12/30/2024,P0009,S059,C031465,1,5.22,0,5.22,2.88,2.34
0RD00613539,12/31/2024,P0084,S094,C038666,5,5.88,0.15,24.99,15.88,9.11
0RD00613571,12/19/2024,P0143,S005,C022684,2,13.82,0,27.64,18.45,9.19
0RD00613604,12/23/2024,P0011,S048,C044075,5,6.75,0,33.75,20.57,13.18
0RD00613624,12/3/2024,P0189,S039,C001128,2,13.49,0.2,21.58,14.49,7.09
0RD00613632,12/5/2024,P0177,S045,C003026,2,12.67,0.1,22.81,15.52,7.28
0RD00613691,12/3/2024,P0081,S062,C016635,4,9.33,0,37.32,23.28,14.04
0RD00613716,12/10/2024,P0122,S035,C030320,1,3.91,0,3.91,2.57,1.34
0RD00613736,12/2/2024,P0010,S041,C020017,3,6.18,0,18.54,12.74,5.8
0RD00613775,12/31/2024,P0165,S074,C025978,5,14.99,0,74.95,42.73,32.22
0RD00613830,12/31/2024,P0136,S012,C040348,4,8.5,0,34,18.18,15.82
0RD00613842,12/27/2024,P0145,S011,C026239,5,13.32,0.2,53.28,34.52,18.76
0RD00613917,12/26/2024,P0018,S032,C024789,2,9.66,0,19.32,12.71,6.61
0RD00614047,12/6/2024,P0053,S044,C026614,4,12.42,0.15,42.23,28.94,13.28
0RD00614049,12/6/2024,P0162,S100,C009334,5,7.84,0.15,33.32,18.35,14.97
0RD00614057,12/15/2024,P0187,S092,C042553,5,13.02,0.15,55.33,30.6,24.73
0RD00614059,12/23/2024,P0172,S099,C012378,5,4.19,0,20.95,12.5,8.45
0RD00614060,12/21/2024,P0098,S056,C039001,4,4.97,0,19.88,12.53,7.35
0RD00614090,12/10/2024,P0048,S040,C014251,1,7.01,0.1,6.31,3.8,2.51
0RD00614102,12/23/2024,P0109,S009,C014282,2,7.74,0.1,13.93,7.48,6.45
0RD00614151,12/21/2024,P0052,S065,C048658,1,6.68,0,6.68,3.67,3.01
0RD00614152,12/31/2024,P0144,S062,C005659,1,5.01,0,5.01,3.37,1.64
0RD00614159,12/2/2024,P0138,S098,C016094,3,9.53,0.1,25.73,16.31,9.42
0RD00614185,12/2/2024,P0025,S020,C023342,3,14.46,0,43.38,21.93,21.45
0RD00614193,12/13/2024,P0148,S027,C044800,5,5.48,0.2,21.92,11.28,10.64
0RD00614196,12/8/2024,P0017,S052,C008153,5,10.04,0.2,40.16,27.98,12.18
0RD00614262,12/24/2024,P0153,S094,C026249,2,5.77,0,11.54,7.06,4.48
0RD00614287,12/1/2024,P0105,S012,C021636,1,12.8,0,12.8,6.65,6.15
0RD00614291,12/22/2024,P0090,S022,C032334,1,11.16,0,11.16,7.65,3.51
0RD00614302,12/18/2024,P0082,S087,C031057,4,9.07,0,36.28,25.1,11.18
0RD00614314,12/30/2024,P0116,S045,C030166,3,13.63,0.1,36.8,22.54,14.26
0RD00614323,12/25/2024,P0042,S081,C009521,5,10.69,0,53.45,36.05,17.4
0RD00614352,12/10/2024,P0105,S047,C045723,5,9.64,0.15,40.97,20.95,20.02
0RD00614389,12/19/2024,P0163,S007,C047977,1,10.61,0,10.61,6.1,4.51
0RD00614398,12/9/2024,P0013,S056,C013037,5,11.06,0,55.3,36.32,18.98
0RD00614413,12/29/2024,P0094,S088,C041830,2,13.16,0,26.32,15.24,11.08
0RD00614416,12/8/2024,P0005,S006,C005012,3,8.29,0.1,22.38,13.1,9.28
0RD00614418,12/16/2024,P0033,S018,C028631,1,4.16,0,4.16,2.77,1.39
0RD00614430,12/15/2024,P0000,S029,C029490,2,9.73,0,19.46,11.43,8.03
0RD00614481,12/25/2024,P0067,S077,C032192,5,6.72,0,33.6,17.06,16.54
0RD00614497,12/10/2024,P0199,S001,C007939,3,14.11,0.15,35.98,18.79,17.19
0RD00614503,12/2/2024,P0048,S005,C019823,3,4.03,0,12.09,8.36,3.73
0RD00614532,12/1/2024,P0047,S088,C049496,4,9.02,0.1,32.47,16.33,16.14
0RD00614545,12/21/2024,P0129,S038,C017567,4,13.32,0,53.28,33.31,19.97
0RD00614573,12/27/2024,P0088,S074,C002266,5,9.56,0,47.8,32.62,15.18
0RD00614575,12/14/2024,P0003,S076,C009338,4,11.18,0,44.72,23.39,21.33
0RD00614587,12/16/2024,P0096,S038,C019116,4,6.15,0.2,19.68,13.66,6.02
0RD00614603,12/2/2024,P0114,S015,C010716,1,13.12,0,13.12,8.32,4.8
0RD00614614,12/7/2024,P0084,S052,C045934,1,13.65,0,13.65,9.18,4.47
0RD00614677,12/28/2024,P0046,S007,C002701,3,9.34,0.1,25.22,12.77,12.45
0RD00614739,12/28/2024,P0118,S098,C036684,2,13.72,0.15,23.32,15.04,8.28
0RD00614740,12/15/2024,P0056,S009,C045296,4,11.84,0.2,37.89,25.81,12.08
0RD00614751,12/17/2024,P0181,S065,C029657,1,12.98,0.2,10.38,6.86,3.53
0RD00614772,12/18/2024,P0092,S079,C046668,4,11.85,0,47.4,25.11,22.29
0RD00614784,12/20/2024,P0001,S001,C012778,5,4.22,0.15,17.93,9.01,8.92
0RD00614888,12/13/2024,P0060,S099,C013753,1,9.34,0.1,8.41,4.91,3.49
0RD00614903,12/14/2024,P0131,S018,C016191,5,3.14,0.1,14.13,9.07,5.06
0RD00614908,12/12/2024,P0048,S100,C031926,3,10.11,0,30.33,17.61,12.72
0RD00614915,12/1/2024,P0059,S001,C005264,4,10.2,0,40.8,26.19,14.61
0RD00614935,12/3/2024,P0034,S079,C034730,5,5.26,0,26.3,18.11,8.19
0RD00614955,12/9/2024,P0146,S029,C028358,5,13.18,0,65.9,40.34,25.56
0RD00614956,12/5/2024,P0135,S021,C032095,3,4.13,0,12.39,7.63,4.76
0RD00614971,12/26/2024,P0182,S034,C036006,4,12.19,0,48.76,33.47,15.29
0RD00615052,12/26/2024,P0073,S001,C003905,3,13.48,0,40.44,28.03,12.41
0RD00615100,12/27/2024,P0059,S025,C026271,4,3.27,0.15,11.12,6.82,4.3
0RD00615146,12/20/2024,P0186,S016,C027864,3,6.04,0.1,16.31,8.91,7.4
0RD00615162,12/28/2024,P0009,S078,C039896,3,12.27,0,36.81,22.78,14.03
0RD00615184,12/16/2024,P0028,S013,C048688,5,12.97,0.2,51.88,34.46,17.42
0RD00615255,12/27/2024,P0028,S001,C049507,5,14.93,0,74.65,40.16,34.49
0RD00615265,12/10/2024,P0046,S001,C023422,5,10.57,0,52.85,30.93,21.92
0RD00615278,12/29/2024,P0196,S086,C028613,2,9.18,0,18.36,9.38,8.98
0RD00615284,12/23/2024,P0168,S050,C037873,1,14.77,0.1,13.29,7.81,5.48
0RD00615287,12/9/2024,P0200,S081,C019352,3,9.16,0,27.48,15.25,12.23
0RD00615307,12/30/2024,P0171,S006,C036185,5,6.23,0,31.15,16.93,14.22
0RD00615311,12/15/2024,P0052,S015,C016479,3,11.42,0.1,30.83,17.66,13.17
0RD00615356,12/6/2024,P0087,S044,C037151,4,11.54,0,46.16,24.63,21.53
0RD00615373,12/12/2024,P0003,S048,C028441,1,5.12,0.15,4.35,2.38,1.97
0RD00615424,12/7/2024,P0059,S026,C043129,2,8.74,0,17.48,8.83,8.65
0RD00615438,12/11/2024,P0117,S097,C046781,5,11.5,0,57.5,37.56,19.94
0RD00615439,12/26/2024,P0040,S003,C006713,5,9.77,0,48.85,33.14,15.71
0RD00615444,12/10/2024,P0108,S095,C016576,1,6.26,0.2,5.01,2.63,2.38
0RD00615449,12/28/2024,P0122,S025,C038566,4,3.38,0,13.52,7.52,6
0RD00615451,12/4/2024,P0001,S083,C035232,5,9.83,0,49.15,29.73,19.42
0RD00615487,12/19/2024,P0130,S046,C014643,2,3.51,0,7.02,4.22,2.8
0RD00615536,12/16/2024,P0181,S100,C034639,4,13.94,0,55.76,37.1,18.66
0RD00615541,12/6/2024,P0123,S083,C009023,4,3.82,0,15.28,10.62,4.66
0RD00615548,12/20/2024,P0050,S014,C026428,5,8.63,0.15,36.68,23.23,13.44
0RD00615581,12/22/2024,P0044,S025,C014197,4,3.24,0.2,10.37,5.5,4.87
0RD00615584,12/11/2024,P0012,S033,C015958,3,13.57,0,40.71,24.12,16.59
0RD00615638,12/6/2024,P0018,S023,C039515,5,12.78,0.1,57.51,36.11,21.4
0RD00615679,12/16/2024,P0142,S083,C014753,5,13.42,0.2,53.68,36.2,17.48
0RD00615681,12/11/2024,P0123,S065,C039415,5,7.72,0.1,34.74,22.41,12.33
0RD00615689,12/19/2024,P0134,S019,C007458,1,8.45,0,8.45,4.93,3.52
0RD00615716,12/17/2024,P0122,S005,C012678,5,3.77,0,18.85,11.59,7.26
0RD00615738,12/22/2024,P0116,S014,C008775,1,8.48,0,8.48,5.53,2.95
0RD00615782,12/6/2024,P0201,S011,C003616,1,13.68,0,13.68,9,4.68
0RD00615792,12/21/2024,P0093,S055,C038424,4,11.91,0,47.64,29.77,17.87
0RD00615839,12/14/2024,P0032,S021,C039816,1,10.24,0,10.24,5.17,5.07
0RD00615890,12/4/2024,P0070,S097,C009875,1,8.67,0,8.67,4.7,3.97
0RD00615895,12/27/2024,P0035,S034,C013353,3,13.46,0,40.38,27.83,12.55
0RD00615930,12/3/2024,P0006,S052,C028830,1,12.52,0,12.52,6.89,5.63
0RD00615963,12/13/2024,P0131,S095,C037550,2,14.59,0,29.18,18.64,10.54
0RD00615967,12/4/2024,P0020,S087,C038953,5,7.93,0,39.65,20.46,19.19
0RD00616003,12/27/2024,P0125,S099,C035091,4,8.68,0,34.72,21.45,13.27
0RD00616006,12/15/2024,P0127,S089,C044920,2,12.88,0,25.76,13.37,12.39
0RD00616011,12/27/2024,P0093,S039,C004902,2,3.13,0.2,5.01,2.76,2.25
0RD00616052,12/12/2024,P0139,S042,C000919,3,12.05,0.15,30.73,16.15,14.58
0RD00616066,12/11/2024,P0115,S037,C030177,5,3.4,0,17,10.72,6.28
0RD00616072,12/23/2024,P0112,S098,C039484,3,12.06,0,36.18,19.1,17.08
0RD00616104,12/26/2024,P0165,S036,C018157,3,9.98,0,29.94,15.07,14.87
0RD00616127,12/19/2024,P0061,S052,C009160,1,5.16,0,5.16,2.61,2.55
0RD00616128,12/13/2024,P0055,S022,C019631,1,5.78,0.15,4.91,3.2,1.72
